D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_06_756.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_06_756.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_06_756.jpg,0,0.6703578,0,0.9291791
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_06_824.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_06_824.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_06_824.jpg,0,0.9125064,0,1.710208
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_06_891.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_06_891.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_06_891.jpg,0,1,0,2.410239
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_06_973.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_06_973.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_06_973.jpg,0,1,0,3.353567
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_049.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_049.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_049.jpg,0,1,0,4.29283
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_125.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_125.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_125.jpg,-0.1,1,0,5.222353
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_202.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_202.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_202.jpg,-0.3,1,0,6.131134
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_273.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_273.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_273.jpg,0,1,0,6.803697
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_351.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_351.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_351.jpg,0,1,0,7.713264
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_423.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_423.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_423.jpg,0,1,0,8.617816
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_492.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_492.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_492.jpg,-0.1,1,0,9.289633
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_559.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_559.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_559.jpg,-0.25,1,0,9.944241
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_636.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_636.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_636.jpg,0,1,0,10.79077
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_707.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_707.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_707.jpg,0,1,0,11.49418
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_784.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_784.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_784.jpg,-0.15,1,0,12.49987
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_857.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_857.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_857.jpg,-0.3,1,0,13.10902
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_07_935.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_07_935.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_07_935.jpg,0,1,0,13.94726
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_008.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_008.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_008.jpg,-0.05,1,0,14.81978
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_084.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_084.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_084.jpg,-0.25,1,0,15.59798
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_158.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_158.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_158.jpg,-0.4,1,0,16.3247
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_237.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_237.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_237.jpg,0,1,0,17.15503
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_310.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_310.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_310.jpg,-0.1,1,0,17.98813
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_388.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_388.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_388.jpg,-0.3,1,0,18.77881
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_466.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_466.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_466.jpg,0,1,0,19.51393
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_541.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_541.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_541.jpg,0,1,0,20.30088
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_610.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_610.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_610.jpg,-0.15,1,0,20.80902
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_685.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_685.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_685.jpg,-0.35,1,0,21.58122
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_756.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_756.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_756.jpg,0,1,0,22.16854
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_835.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_835.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_835.jpg,0,1,0,22.93374
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_907.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_907.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_907.jpg,-0.2,1,0,23.70493
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_08_984.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_08_984.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_08_984.jpg,-0.4,1,0,24.41326
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_051.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_051.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_051.jpg,-0.5500001,1,0,24.88863
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_118.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_118.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_118.jpg,-0.7,1,0,25.31763
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_185.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_185.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_185.jpg,0,1,0,25.96039
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_258.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_258.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_258.jpg,0,1,0,26.50512
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_326.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_326.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_326.jpg,-0.2,1,0,27.25743
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_403.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_403.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_403.jpg,0,1,0,28.00025
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_472.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_472.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_472.jpg,0,1,0,28.55682
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_552.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_552.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_552.jpg,-0.05,1,0,29.29447
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_619.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_619.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_619.jpg,-0.2,1,0,29.8297
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_688.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_688.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_688.jpg,-0.4,1,0,30.15835
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_755.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_755.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_755.jpg,0,1,0,30.18704
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_822.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_822.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_822.jpg,-0.05,1,0,30.19046
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_902.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_902.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_902.jpg,-0.25,1,0,30.17939
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_09_975.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_09_975.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_09_975.jpg,0,1,0,30.18949
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_042.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_042.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_042.jpg,0,1,0,30.18987
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_109.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_109.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_109.jpg,-0.1,1,0,30.18933
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_177.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_177.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_177.jpg,-0.25,1,0,30.17763
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_245.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_245.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_245.jpg,0,1,0,30.18236
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_312.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_312.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_312.jpg,0,1,0,30.18965
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_384.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_384.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_384.jpg,-0.2,1,0,30.18494
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_453.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_453.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_453.jpg,0,1,0,30.18582
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_522.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_522.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_522.jpg,0,1,0,30.18976
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_593.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_593.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_593.jpg,0,1,0,30.19016
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_669.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_669.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_669.jpg,-0.05,1,0,30.19
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_736.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_736.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_736.jpg,-0.2,1,0,30.18144
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_809.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_809.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_809.jpg,0,1,0,30.18946
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_887.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_887.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_887.jpg,0,1,0,30.19018
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_10_958.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_10_958.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_10_958.jpg,0,1,0,30.19036
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_036.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_036.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_036.jpg,-0.2,1,0,30.18093
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_108.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_108.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_108.jpg,0,1,0,30.1836
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_185.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_185.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_185.jpg,0,1,0,30.18952
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_258.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_258.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_258.jpg,-0.1,1,0,30.18958
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_338.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_338.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_338.jpg,-0.3,1,0,30.17168
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_408.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_408.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_408.jpg,0,1,0,30.18819
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_476.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_476.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_476.jpg,0,1,0,30.18982
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_548.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_548.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_548.jpg,-0.2,1,0,30.18313
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_618.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_618.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_618.jpg,0,1,0,30.18564
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_686.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_686.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_686.jpg,0,1,0,30.1898
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_768.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_768.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_768.jpg,0,1,0,30.19022
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_836.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_836.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_836.jpg,-0.1,1,0,30.18863
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_916.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_916.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_916.jpg,-0.3,1,0,30.17061
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_11_992.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_11_992.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_11_992.jpg,0,1,0,30.18988
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_12_059.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_12_059.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_12_059.jpg,0,1,0,30.19011
D:\Udacity\CarND-Behavioral-Cloning\data\IMG\center_2018_12_28_22_29_12_140.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\left_2018_12_28_22_29_12_140.jpg,D:\Udacity\CarND-Behavioral-Cloning\data\IMG\right_2018_12_28_22_29_12_140.jpg,-0.1,1,0,30.18867
